,link,published,title,source
103,https://www.prweb.com/releases/fire_barrier_experts_wins_distinguished_engineering_award_for_critical_infrastructure_protection/prweb16657260.htm,"Tue, 22 Oct 2019 15:00:00 GMT",Fire Barrier Experts Wins Distinguished Engineering Award for Critical Infrastructure Protection,prweb
56,https://www.prweb.com/releases/woodcraft_stores_to_host_national_turn_for_troops_turn_a_thon/prweb16663909.htm,"Tue, 22 Oct 2019 15:00:00 GMT",Woodcraft Stores To Host National Turn for Troops Turn-a-Thon,prweb
83,https://www.prweb.com/releases/nasoni_launches_kickstarter_for_new_dual_water_fountain_faucet/prweb16660979.htm,"Tue, 22 Oct 2019 15:00:00 GMT",Nasoni launches Kickstarter for new dual water fountain faucet,prweb
229,https://www.prweb.com/releases/restorationmaster_builds_new_micro_sites_for_servicemaster_cleaning_restoration_in_marysville_ca_as_a_new_addition_to_restorationmasterfinder_com/prweb16659640.htm,"Tue, 22 Oct 2019 15:00:00 GMT","RestorationMaster Builds New Micro-Sites for ServiceMaster Cleaning & Restoration in Marysville, CA as a New Addition to RestorationMasterFinder.com",prweb
242,https://www.prweb.com/releases/award_winning_visual_studio_exposes_opioid_abuse_malpractice/prweb16657139.htm,"Tue, 22 Oct 2019 15:00:00 GMT",Award-Winning Visual Studio Exposes Opioid Abuse Malpractice,prweb
254,https://www.prweb.com/releases/miva_inc_collaborates_with_ups_to_help_online_sellers_go_global/prweb16647627.htm,"Tue, 22 Oct 2019 15:00:00 GMT","Miva, Inc. Collaborates with UPS to Help Online Sellers Go Global",prweb
167,https://www.prweb.com/releases/american_college_of_lifestyle_medicine_announces_addition_of_plant_based_formula_leader_kate_farms_to_its_corporate_roundtable/prweb16664328.htm,"Tue, 22 Oct 2019 15:00:00 GMT",American College of Lifestyle Medicine Announces Addition of Plant-Based Formula Leader Kate Farms to its Corporate Roundtable,prweb
196,https://www.prweb.com/releases/record_setting_pilot_wang_zheng_wins_trial_verdict_dismissing_libel_suit_by_ninety_nines_china_governor_saki_chen_jingxian/prweb16662958.htm,"Tue, 22 Oct 2019 14:45:00 GMT",Record-Setting Pilot Wang Zheng Wins Trial Verdict Dismissing Libel Suit By Ninety-Nines China Governor “Saki” Chen Jingxian,prweb
27,https://www.prweb.com/releases/the_salt_yard_to_sponsor_new_mexico_united_pro_soccer_team/prweb16664949.htm,"Tue, 22 Oct 2019 14:40:00 GMT",The Salt Yard to Sponsor New Mexico United Pro Soccer Team,prweb
141,https://www.prweb.com/releases/prom_dress_store_looks_fabulous_with_top_5_star_rating_from_topconsumerreviews_com/prweb16665427.htm,"Tue, 22 Oct 2019 14:40:00 GMT",Prom Dress Store Looks Fabulous with Top 5-Star Rating from TopConsumerReviews.com,prweb
31,https://www.prweb.com/releases/cambria_hotel_celebrates_national_american_beer_day_is_october_27/prweb16664826.htm,"Tue, 22 Oct 2019 14:25:40 GMT",Cambria Hotel Celebrates National American Beer Day is October 27,prweb
115,https://www.prweb.com/releases/lendingusa_announces_new_250_million_investment_commitment_from_atalaya/prweb16651567.htm,"Tue, 22 Oct 2019 14:20:00 GMT",LendingUSA Announces New $250 Million Investment Commitment from Atalaya,prweb
74,https://www.prweb.com/releases/pasternack_launches_a_new_family_of_high_power_attenuators_with_frequency_coverage_of_6_ghz_and_18_ghz/prweb16662184.htm,"Tue, 22 Oct 2019 14:15:00 GMT",Pasternack Launches a New Family of High Power Attenuators with Frequency Coverage of 6 GHz and 18 GHz,prweb
209,https://www.prweb.com/releases/city_of_lamar_joins_over_200_local_agencies_on_the_rocky_mountain_e_purchasing_system/prweb16661939.htm,"Tue, 22 Oct 2019 14:05:00 GMT",City of Lamar joins over 200 local agencies on the Rocky Mountain E-Purchasing System,prweb
128,https://www.prweb.com/releases/reproductive_endocrinologist_dorette_noorhasan_md_reveals_personal_struggles_with_conception_in_miracle_baby_a_fertility_doctor_s_fight_for_motherhood/prweb16617560.htm,"Tue, 22 Oct 2019 14:05:00 GMT","Reproductive Endocrinologist, Dorette Noorhasan, MD Reveals Personal Struggles with Conception in Miracle Baby: A Fertility Doctor's Fight for Motherhood",prweb
124,https://www.prweb.com/releases/dr_dan_holtzclaw_named_on_american_academy_of_periodontology_s_list_of_recommended_speakers/prweb16624760.htm,"Tue, 22 Oct 2019 14:05:00 GMT",Dr. Dan Holtzclaw Named on American Academy of Periodontology's List of Recommended Speakers,prweb
142,https://www.prweb.com/releases/genetec_unveils_next_generation_mobile_license_plate_recognition_system_with_intel_movidius_vpu_technology_for_edge_based_deep_learning_capabilities/prweb16665191.htm,"Tue, 22 Oct 2019 14:00:00 GMT",Genetec unveils next-generation mobile license plate recognition system with Intel® Movidius™ VPU technology for edge-based deep learning capabilities,prweb
244,https://www.prweb.com/releases/board_certified_plastic_surgeon_dr_constance_m_chen_comments_on_improving_abdominal_shape_through_surgery_tips_on_what_to_know_and_expect/prweb16656618.htm,"Tue, 22 Oct 2019 14:00:00 GMT",Board Certified Plastic Surgeon Dr. Constance M Chen Comments on Improving Abdominal Shape Through Surgery: Tips on What to Know and Expect,prweb
284,https://www.prweb.com/releases/deloitte_to_select_quickstart_for_it_workforce_readiness_training/prweb16652661.htm,"Tue, 22 Oct 2019 14:00:00 GMT",Deloitte to Select QuickStart for IT Workforce Readiness & Training,prweb
283,https://www.prweb.com/releases/corptax_reaffirms_relationship_with_quickstart/prweb16652841.htm,"Tue, 22 Oct 2019 14:00:00 GMT",CorpTax Reaffirms Relationship with QuickStart,prweb
216,https://www.prweb.com/releases/the_next_billion_dollar_fintech_opportunities_at_the_4th_annual_fintechtalk_conference_on_october_23rd_and_host_ivalley_announces_the_launch_of_spacetechtalk/prweb16661215.htm,"Tue, 22 Oct 2019 14:00:00 GMT",The Next Billion Dollar Fintech Opportunities at the 4th Annual FINTECHTALK™ Conference on October 23rd and Host iValley Announces the Launch of SpaceTechTalk,prweb
174,https://www.prweb.com/releases/lido_advisors_llc_announces_near_700_million_addition_of_boca_raton_based_marton_bute_wealth_management_group/prweb16664102.htm,"Tue, 22 Oct 2019 14:00:00 GMT","Lido Advisors, LLC Announces Near-$700-Million Addition of Boca Raton-Based Marton Bute Wealth Management Group",prweb
185,https://www.prweb.com/releases/dr_johnson_lee_partners_with_the_exclusive_haute_beauty_network/prweb16663691.htm,"Tue, 22 Oct 2019 14:00:00 GMT",Dr. Johnson Lee Partners with the Exclusive Haute Beauty Network,prweb
236,https://www.prweb.com/releases/high_wire_networks_taps_managed_security_veteran_to_enable_channel_partners_to_deliver_overwatch_cybersecurity_services/prweb16658404.htm,"Tue, 22 Oct 2019 14:00:00 GMT",High Wire Networks Taps Managed Security Veteran to Enable Channel Partners to Deliver Overwatch Cybersecurity Services,prweb
70,https://www.prweb.com/releases/on_target_recognized_as_top_marketing_agency_by_the_greater_houston_builders_association/prweb16662818.htm,"Tue, 22 Oct 2019 14:00:00 GMT",On-Target! Recognized as Top Marketing Agency by the Greater Houston Builders Association,prweb
274,https://www.prweb.com/releases/seoblog_com_announces_best_seo_companies_in_florida_in_2019/prweb16653757.htm,"Tue, 22 Oct 2019 14:00:00 GMT",SEOblog.com Announces Best SEO Companies in Florida in 2019,prweb
194,https://www.prweb.com/releases/auntminnie_com_announces_winners_of_2019_minnies_awards_for_excellence_in_radiology/prweb16663174.htm,"Tue, 22 Oct 2019 14:00:00 GMT",AuntMinnie.com announces winners of 2019 Minnies awards for excellence in radiology,prweb
206,https://www.prweb.com/releases/clover_wireless_introduces_reconext_brand_of_certified_preowned_devices/prweb16662100.htm,"Tue, 22 Oct 2019 14:00:00 GMT",Clover Wireless Introduces Reconext™ Brand of Certified Preowned Devices,prweb
77,https://www.prweb.com/releases/manhattan_institute_report_fails_to_muster_solid_evidence_to_support_vouchers/prweb16661399.htm,"Tue, 22 Oct 2019 14:00:00 GMT",Manhattan Institute Report Fails to Muster Solid Evidence to Support Vouchers,prweb
201,https://www.prweb.com/releases/new_2020_honda_models_available_at_chicago_area_dealership/prweb16662668.htm,"Tue, 22 Oct 2019 14:00:00 GMT",New 2020 Honda models available at Chicago-area dealership,prweb
220,https://www.prweb.com/releases/enterprise_strategy_group_bolsters_channel_acceleration_team_with_two_strategic_hires/prweb16660731.htm,"Tue, 22 Oct 2019 14:00:00 GMT",Enterprise Strategy Group Bolsters Channel Acceleration Team with Two Strategic Hires,prweb
243,https://www.prweb.com/releases/westat_to_provide_capacity_building_to_national_state_and_local_education_programs/prweb16656845.htm,"Tue, 22 Oct 2019 14:00:00 GMT","Westat to Provide Capacity-Building to National, State, and Local Education Programs",prweb
104,https://www.prweb.com/releases/sarah_jaquez_wins_the_fourth_annual_insurtech_scholarship/prweb16656715.htm,"Tue, 22 Oct 2019 14:00:00 GMT",Sarah Jaquez Wins the Fourth Annual InsurTech Scholarship,prweb
172,https://www.prweb.com/releases/primanti_bros_restaurant_and_bar_strikes_deal_with_pittsburgh_tech_startup_giftya_to_launch_5_egift_offer_for_fans/prweb16664167.htm,"Tue, 22 Oct 2019 13:45:00 GMT",Primanti Bros. Restaurant And Bar Strikes Deal With Pittsburgh-Tech Startup GiftYa To Launch $5 eGift Offer For Fans,prweb
166,https://www.prweb.com/releases/rnl_launches_solution_to_maximize_enrollment_for_graduate_students_and_online_learners/prweb16664408.htm,"Tue, 22 Oct 2019 13:45:00 GMT",RNL Launches Solution to Maximize Enrollment for Graduate Students and Online Learners,prweb
188,https://www.prweb.com/releases/give_unique_handmade_presents_and_stocking_stuffers_and_give_back_to_inclusive_communities/prweb16663606.htm,"Tue, 22 Oct 2019 13:35:03 GMT","Give Unique, Handmade Presents and Stocking Stuffers, and Give Back to Inclusive Communities",prweb
240,https://www.prweb.com/releases/performline_releases_report_with_risk_signals_from_cfpb_complaint_database_to_help_financial_institutions_improve_regulatory_compliance_efforts/prweb16657667.htm,"Tue, 22 Oct 2019 13:30:00 GMT",PerformLine Releases Report With Risk Signals from CFPB Complaint Database to Help Financial Institutions Improve Regulatory Compliance Efforts,prweb
44,https://www.prweb.com/releases/hmp_expands_partnership_with_the_international_certification_reciprocity_consortium/prweb16664609.htm,"Tue, 22 Oct 2019 13:30:00 GMT",HMP Expands Partnership with the International Certification & Reciprocity Consortium,prweb
214,https://www.prweb.com/releases/city_of_solvang_california_announces_plans_for_annual_solvang_julefest_revamped_holiday_season_celebration_to_run_november_30_2019_through_january_3_2020/prweb16661300.htm,"Tue, 22 Oct 2019 13:30:00 GMT","City of Solvang, California Announces Plans for Annual 'Solvang Julefest', Revamped Holiday Season Celebration to Run November 30, 2019 through January 3, 2020",prweb
117,https://www.prweb.com/releases/grom_audio_intros_vline_navigation_and_infotainment_system_with_android_auto_for_toyota_entune_2_0_stereos/prweb16647802.htm,"Tue, 22 Oct 2019 13:25:00 GMT",GROM Audio Intros VLine Navigation and Infotainment System with Android Auto for Toyota Entune 2.0 stereos,prweb
35,https://www.prweb.com/releases/interplay_learnings_skillmill_skilled_trades_course_catalog_wins_software_category_of_the_2020_ahr_expo_innovation_awards/prweb16664802.htm,"Tue, 22 Oct 2019 13:20:00 GMT",Interplay Learning’s SkillMill™ Skilled Trades Course Catalog Wins Software Category of the 2020 AHR Expo Innovation Awards,prweb
100,https://www.prweb.com/releases/wellness_resource_support_helps_caregivers_and_patients_better_manage_medical_care/prweb16657705.htm,"Tue, 22 Oct 2019 13:15:00 GMT",Wellness Resource Support Helps Caregivers  and Patients Better Manage Medical Care,prweb
259,https://www.prweb.com/releases/idx_taps_former_labcorp_executive_to_lead_sales_and_customer_success/prweb16645807.htm,"Tue, 22 Oct 2019 13:15:00 GMT",IDx Taps Former LabCorp Executive to Lead Sales and Customer Success,prweb
149,https://www.prweb.com/releases/what_is_car_rental_insurance_and_when_drivers_should_buy_it/prweb16664982.htm,"Tue, 22 Oct 2019 13:10:00 GMT",What Is Car Rental Insurance And When Drivers Should Buy It,prweb
51,https://www.prweb.com/releases/buxton_partners_with_montgomery_to_use_analytics_and_data_to_drive_private_development_in_underserved_business_corridors/prweb16664261.htm,"Tue, 22 Oct 2019 13:10:00 GMT",Buxton Partners with Montgomery to Use Analytics and Data to Drive Private Development in Underserved Business Corridors,prweb
26,https://www.prweb.com/releases/dupont_advanced_printing_launches_new_pigment_inks_at_printing_united_in_dallas/prweb16665267.htm,"Tue, 22 Oct 2019 13:10:00 GMT",DuPont Advanced Printing Launches New Pigment Inks at Printing United in Dallas,prweb
277,https://www.prweb.com/releases/electrosofts_sarbari_gupta_selected_for_2019_leading_for_impact_women_in_leadership_award/prweb16649064.htm,"Tue, 22 Oct 2019 13:05:00 GMT","Electrosoft’s Sarbari Gupta Selected for 2019 Leading for Impact, Women in Leadership Award",prweb
178,https://www.prweb.com/releases/palmen_motors_promotes_pre_auction_models_from_pre_owned_vehicle_inventory/prweb16663835.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Palmen Motors Promotes Pre-Auction Models from Pre-Owned Vehicle Inventory,prweb
192,https://www.prweb.com/releases/ironscales_wins_cyber_defense_magazines_global_award_for_best_anti_phishing_security_solution/prweb16663400.htm,"Tue, 22 Oct 2019 13:00:00 GMT",IRONSCALES Wins Cyber Defense Magazine’s Global Award for Best Anti-Phishing Security Solution,prweb
180,https://www.prweb.com/releases/carl_black_hiram_promotes_auto_repair_services_and_specials_to_atlanta_area_drivers/prweb16663785.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Carl Black Hiram Promotes Auto Repair Services and Specials to Atlanta Area Drivers,prweb
176,https://www.prweb.com/releases/touch_a_life_foundation_to_launch_social_giving_platform_at_third_annual_fundraising_event/prweb16663988.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Touch-A-Life Foundation to Launch Social Giving Platform at Third Annual Fundraising Event,prweb
52,https://www.prweb.com/releases/aflac_voluntary_benefits_offerings_now_available_to_hros_and_their_smb_clients/prweb16664246.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Aflac Voluntary Benefits Offerings Now Available to HROs and their SMB Clients,prweb
278,https://www.prweb.com/releases/beddr_launches_first_precision_sleep_health_solution_now_available_for_employers/prweb16647712.htm,"Tue, 22 Oct 2019 13:00:00 GMT","Beddr Launches First Precision Sleep Health Solution, Now Available for Employers",prweb
175,https://www.prweb.com/releases/freedom_squares_sustainable_modular_rug_concept_launches_on_kickstarter/prweb16664060.htm,"Tue, 22 Oct 2019 13:00:00 GMT",‘Freedom Squares’ Sustainable Modular Rug Concept Launches On Kickstarter,prweb
276,https://www.prweb.com/releases/rocket_dollar_launches_gold_service_tier_to_make_investing_in_alternative_assets_easy_and_quick_with_self_directed_retirement_accounts/prweb16650645.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Rocket Dollar Launches Gold Service Tier to Make Investing in Alternative Assets Easy and Quick with Self-Directed Retirement Accounts,prweb
2,https://www.prweb.com/releases/ryvit_closes_3_5_million_seed_funding_round_to_help_construction_companies_improve_efficiencies/prweb16648791.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Ryvit Closes $3.5 Million Seed Funding Round to Help Construction Companies Improve Efficiencies,prweb
282,https://www.prweb.com/releases/very_launches_first_study_of_iiot_development_timeframes/prweb16653947.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Very launches first study of IIoT development timeframes,prweb
170,https://www.prweb.com/releases/kubra_earned_designation_as_a_great_place_to_work_certified_company_in_2019/prweb16664211.htm,"Tue, 22 Oct 2019 13:00:00 GMT",KUBRA Earned Designation as a Great Place to Work-Certified™ Company in 2019,prweb
179,https://www.prweb.com/releases/garnet_volkswagen_promotes_tread_alert_tire_special_for_october_2019/prweb16663815.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Garnet Volkswagen Promotes ‘Tread Alert’ Tire Special for October 2019,prweb
221,https://www.prweb.com/releases/cellgate_introduces_the_newest_member_of_its_watchman_product_family_the_w410_advanced_telephone_entry_system/prweb16660713.htm,"Tue, 22 Oct 2019 13:00:00 GMT","CellGate Introduces the Newest Member of its Watchman Product Family, the W410 Advanced Telephone Entry System.",prweb
271,https://www.prweb.com/releases/prorize_signs_data_interface_agreement_with_self_storage_manager/prweb16656342.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Prorize signs data interface agreement with Self Storage Manager,prweb
45,https://www.prweb.com/releases/hmps_journal_of_clinical_pathways_and_association_of_community_cancer_centers_announce_collaboration/prweb16664592.htm,"Tue, 22 Oct 2019 13:00:00 GMT",HMP’s Journal of Clinical Pathways and Association of Community Cancer Centers Announce Collaboration,prweb
36,https://www.prweb.com/releases/tinuiti_releases_amazon_ads_benchmark_report_for_q3_2019/prweb16664773.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Tinuiti Releases Amazon Ads Benchmark Report for Q3 2019,prweb
262,https://www.prweb.com/releases/live_power_gains_new_patent_for_next_generation_technology_for_power_grid_monitoring/prweb16637432.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Live Power Gains New Patent for Next-Generation Technology for Power Grid Monitoring,prweb
199,https://www.prweb.com/releases/smartling_debuts_move_the_world_with_words_podcast_at_american_translators_association_60th_annual_conference/prweb16662748.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Smartling Debuts “Move the World with Words” Podcast at American Translators Association 60th Annual Conference,prweb
260,https://www.prweb.com/releases/first_rate_announces_major_investment_to_its_innovative_reporting_solution_onpoint/prweb16644348.htm,"Tue, 22 Oct 2019 13:00:00 GMT","First Rate Announces Major Investment to Its Innovative Reporting Solution, OnPoint",prweb
257,https://www.prweb.com/releases/shipstation_expands_canadian_reach_through_integration_with_canpar/prweb16646994.htm,"Tue, 22 Oct 2019 13:00:00 GMT",ShipStation Expands Canadian Reach Through Integration With Canpar,prweb
200,https://www.prweb.com/releases/cvg_s_mcgraw_named_axn_s_director_of_the_year_medium_airports_category/prweb16662693.htm,"Tue, 22 Oct 2019 13:00:00 GMT","CVG's McGraw Named AXN's Director of the Year, Medium Airports Category",prweb
241,https://www.prweb.com/releases/fiduciary_education_launches_online_course_for_designing_a_successful_defined_contribution_plan/prweb16657149.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Fiduciary Education Launches Online Course for Designing a Successful Defined Contribution Plan,prweb
204,https://www.prweb.com/releases/daniel_burkhart_selected_as_a_2019_up_coming_lawyer_honoree_by_michigan_lawyers_weekly/prweb16662336.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Daniel Burkhart Selected as a 2019 Up & Coming Lawyer Honoree by Michigan Lawyers Weekly,prweb
238,https://www.prweb.com/releases/h_code_partners_with_latido_music_to_reach_latinx_cord_cutters_through_connected_tv/prweb16658362.htm,"Tue, 22 Oct 2019 13:00:00 GMT",H Code Partners With Latido Music to Reach Latinx Cord-Cutters Through Connected TV,prweb
233,https://www.prweb.com/releases/hgar_and_metro_area_realtor_organizations_to_host_global_real_estate_summit_nyc_nov_4_in_manhattan/prweb16659372.htm,"Tue, 22 Oct 2019 13:00:00 GMT",HGAR and Metro Area REALTOR® Organizations to Host Global Real Estate Summit NYC Nov. 4 in Manhattan,prweb
48,https://www.prweb.com/releases/virtue_technologies_announces_investment_by_claritas_capital/prweb16664425.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Virtue Technologies Announces Investment by Claritas Capital,prweb
228,https://www.prweb.com/releases/courier_market_bar_kitchen_now_serving_weekend_brunch/prweb16659775.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Courier . market | bar | kitchen Now Serving Weekend Brunch,prweb
82,https://www.prweb.com/releases/enplug_digital_signage_platform_now_integrates_with_alertus_mass_notification_system/prweb16661048.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Enplug Digital Signage Platform Now Integrates with Alertus Mass Notification System,prweb
143,https://www.prweb.com/releases/bannerbuzz_celebrates_national_business_womens_week_by_launching_small_business_champions_program/prweb16665041.htm,"Tue, 22 Oct 2019 13:00:00 GMT",BannerBuzz Celebrates National Business Women’s Week By Launching Small Business Champions Program,prweb
112,https://www.prweb.com/releases/sae_international_publishes_first_additive_manufacturing_polymer_specifications_for_aerospace_industry/prweb16653973.htm,"Tue, 22 Oct 2019 13:00:00 GMT",SAE International Publishes First Additive Manufacturing Polymer Specifications for Aerospace Industry,prweb
55,https://www.prweb.com/releases/incentive_research_foundation_names_stephanie_harris_as_new_president/prweb16663928.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Incentive Research Foundation Names Stephanie Harris as New President,prweb
165,https://www.prweb.com/releases/intelity_to_exhibit_at_the_hotel_experience_expo_in_new_york_city/prweb16664413.htm,"Tue, 22 Oct 2019 13:00:00 GMT",INTELITY to Exhibit at The Hotel Experience Expo in New York City,prweb
81,https://www.prweb.com/releases/softek_international_softek_wins_five_year_enterprise_architecture_and_information_technology_management_support_contract_for_defense_information_systems_agency_disa/prweb16661096.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Softek International (Softek) Wins Five-Year Enterprise Architecture and Information Technology Management Support Contract for Defense Information Systems Agency (DISA),prweb
164,https://www.prweb.com/releases/consumer_grade_vs_medical_grade_devices_what_you_need_to_know_to_improve_study_outcomes_upcoming_webinar_hosted_by_xtalks/prweb16664417.htm,"Tue, 22 Oct 2019 13:00:00 GMT","Consumer-Grade vs. Medical-Grade Devices: What You Need to Know to Improve Study Outcomes, Upcoming Webinar Hosted by Xtalks",prweb
80,https://www.prweb.com/releases/acqualina_sunny_isles_beach_condo_for_sale_by_brosda_bentley_realtors/prweb16661108.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Acqualina Sunny Isles Beach Condo For Sale By Brosda & Bentley Realtors,prweb
163,https://www.prweb.com/releases/the_impact_of_neoantigen_vaccine_nivolumab_treatment_on_the_tumor_microenvironment_upcoming_webinar_hosted_by_xtalks/prweb16664453.htm,"Tue, 22 Oct 2019 13:00:00 GMT","The Impact of Neoantigen Vaccine & Nivolumab Treatment on the Tumor Microenvironment, Upcoming Webinar Hosted by Xtalks",prweb
162,https://www.prweb.com/releases/how_to_select_and_realize_a_product_innovation_platform_for_plm_in_a_life_sciences_company_upcoming_webinar_hosted_by_xtalks/prweb16664485.htm,"Tue, 22 Oct 2019 13:00:00 GMT","How to Select and Realize a Product Innovation Platform for PLM in a Life Sciences Company, Upcoming Webinar Hosted by Xtalks",prweb
129,https://www.prweb.com/releases/striking_a_blow_to_roofing_industry_trends_calloway_roofing_invests_heavily_in_technology_and_departmentalization_to_boost_customer_service_and_production/prweb16610862.htm,"Tue, 22 Oct 2019 13:00:00 GMT","Striking a Blow to Roofing Industry Trends, Calloway Roofing Invests Heavily in Technology and Departmentalization To Boost Customer Service and Production",prweb
108,https://www.prweb.com/releases/balboa_capital_announces_completion_of_409_million_securitization_the_largest_transaction_in_the_companys_history/prweb16655261.htm,"Tue, 22 Oct 2019 13:00:00 GMT","Balboa Capital Announces Completion of $409 Million Securitization, the Largest Transaction in the Company’s History",prweb
62,https://www.prweb.com/releases/evolv_technology_launches_first_free_flow_weapons_detection_system_designed_to_stop_active_shooters_and_other_threats/prweb16663234.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Evolv Technology Launches First Free-Flow Weapons-Detection System Designed to Stop Active Shooters and Other Threats,prweb
95,https://www.prweb.com/releases/the_new_england_center_for_children_to_host_children_of_promise_gala_to_support_children_with_autism/prweb16659779.htm,"Tue, 22 Oct 2019 13:00:00 GMT",The New England Center for Children to Host Children of Promise Gala to Support Children with Autism,prweb
1,https://www.prweb.com/releases/kynektyd_releases_white_paper_to_help_cpas_and_tax_professionals_avoid_negligence_claims_in_cybersecurity_incidents/prweb16651122.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Kynektyd Releases White Paper to Help CPAs and Tax Professionals Avoid Negligence Claims in Cybersecurity Incidents,prweb
78,https://www.prweb.com/releases/macro_agile_solutions_joins_the_scaled_agile_partner_network/prweb16661355.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Macro Agile Solutions Joins the Scaled Agile Partner Network,prweb
71,https://www.prweb.com/releases/catalent_to_debate_logistics_of_delivery_and_transportation_of_cell_and_gene_therapies_at_hpclc/prweb16662663.htm,"Tue, 22 Oct 2019 13:00:00 GMT",Catalent to Debate Logistics of Delivery and Transportation of Cell and Gene Therapies at HPCLC,prweb
38,https://www.prweb.com/releases/mobile_solutions_and_periscope_equity_partner_in_shared_vision_for_growth/prweb16664734.htm,"Tue, 22 Oct 2019 12:50:00 GMT",Mobile Solutions and Periscope Equity Partner in Shared Vision for Growth,prweb
46,https://www.prweb.com/releases/celebrate_sober_october_with_a_mocktail_marnie_rae_inspires_with_spiced_apple_recipe/prweb16664535.htm,"Tue, 22 Oct 2019 12:45:00 GMT","Celebrate Sober October With a Mocktail, Marnie Rae Inspires with Spiced Apple Recipe",prweb
43,https://www.prweb.com/releases/altec_demonstrating_doclinks_robust_document_management_capabilities_at_2019_sage_intacct_advantage/prweb16664613.htm,"Tue, 22 Oct 2019 12:45:00 GMT",Altec Demonstrating DocLink’s Robust Document Management Capabilities at 2019 Sage Intacct Advantage,prweb
111,https://www.prweb.com/releases/glen_ellyn_il_dentists_drs_thomas_and_jessica_gibbs_make_dentistry_affordable_and_perfect_smiles_a_possibility/prweb16655022.htm,"Tue, 22 Oct 2019 12:35:00 GMT","Glen Ellyn, IL Dentists, Drs. Thomas and Jessica Gibbs, Make Dentistry Affordable and Perfect Smiles a Possibility",prweb
